,Eye Detection,Time
282,CENTER,2025-02-23 14:26:10.993733
283,RIGHT,2025-02-23 14:26:10.993733
284,CENTER,2025-02-23 14:26:10.993733
285,RIGHT,2025-02-23 14:26:10.993733
286,CENTER,2025-02-23 14:26:10.993733
287,CENTER,2025-02-23 14:26:10.993733
288,CENTER,2025-02-23 14:26:10.993733
289,CENTER,2025-02-23 14:26:10.993733
290,CENTER,2025-02-23 14:26:10.993733
291,CENTER,2025-02-23 14:26:10.993733
292,CENTER,2025-02-23 14:26:10.993733
293,RIGHT,2025-02-23 14:26:10.993733
294,RIGHT,2025-02-23 14:26:10.993733
295,RIGHT,2025-02-23 14:26:10.993733
296,CENTER,2025-02-23 14:26:10.993733
297,CENTER,2025-02-23 14:26:10.993733
298,CENTER,2025-02-23 14:26:10.993733
299,CENTER,2025-02-23 14:26:10.993733
300,CENTER,2025-02-23 14:26:10.993733
301,RIGHT,2025-02-23 14:26:10.993733
302,CENTER,2025-02-23 14:26:10.993733
303,CENTER,2025-02-23 14:26:10.993733
304,RIGHT,2025-02-23 14:26:10.993733
305,CENTER,2025-02-23 14:26:10.993733
306,CENTER,2025-02-23 14:26:10.993733
307,CENTER,2025-02-23 14:26:10.993733
308,CENTER,2025-02-23 14:26:10.993733
309,CENTER,2025-02-23 14:26:10.993733
310,CENTER,2025-02-23 14:26:10.993733
311,CENTER,2025-02-23 14:26:10.993733
312,CENTER,2025-02-23 14:26:10.993733
313,CENTER,2025-02-23 14:26:10.993733
314,RIGHT,2025-02-23 14:26:10.993733
315,CENTER,2025-02-23 14:26:10.993733
316,CENTER,2025-02-23 14:26:10.993733
317,CENTER,2025-02-23 14:26:10.993733
318,RIGHT,2025-02-23 14:26:10.993733
319,RIGHT,2025-02-23 14:26:10.993733
320,RIGHT,2025-02-23 14:26:10.993733
321,CENTER,2025-02-23 14:26:10.993733
322,RIGHT,2025-02-23 14:26:10.993733
323,RIGHT,2025-02-23 14:26:10.993733
324,CENTER,2025-02-23 14:26:10.993733
325,CENTER,2025-02-23 14:26:10.993733
326,Blinking,2025-02-23 14:26:10.993733
327,Blinking,2025-02-23 14:26:10.993733
328,CENTER,2025-02-23 14:26:10.993733
329,CENTER,2025-02-23 14:26:10.993733
330,CENTER,2025-02-23 14:26:10.993733
331,CENTER,2025-02-23 14:26:10.993733
332,CENTER,2025-02-23 14:26:10.993733
333,CENTER,2025-02-23 14:26:10.993733
334,CENTER,2025-02-23 14:26:10.993733
335,RIGHT,2025-02-23 14:26:10.993733
336,CENTER,2025-02-23 14:26:10.993733
337,CENTER,2025-02-23 14:26:10.993733
338,CENTER,2025-02-23 14:26:10.993733
339,CENTER,2025-02-23 14:26:10.993733
340,CENTER,2025-02-23 14:26:10.993733
341,CENTER,2025-02-23 14:26:10.993733
342,CENTER,2025-02-23 14:26:10.993733
343,CENTER,2025-02-23 14:26:10.993733
344,CENTER,2025-02-23 14:26:10.993733
345,CENTER,2025-02-23 14:26:10.993733
346,CENTER,2025-02-23 14:26:10.993733
347,CENTER,2025-02-23 14:26:10.993733
348,CENTER,2025-02-23 14:26:10.993733
349,CENTER,2025-02-23 14:26:10.993733
350,CENTER,2025-02-23 14:26:10.993733
351,CENTER,2025-02-23 14:26:10.993733
352,CENTER,2025-02-23 14:26:10.993733
353,CENTER,2025-02-23 14:26:10.993733
354,CENTER,2025-02-23 14:26:10.993733
355,CENTER,2025-02-23 14:26:10.993733
356,CENTER,2025-02-23 14:26:10.993733
357,CENTER,2025-02-23 14:26:10.993733
358,CENTER,2025-02-23 14:26:10.993733
359,CENTER,2025-02-23 14:26:10.993733
360,CENTER,2025-02-23 14:26:10.993733
361,CENTER,2025-02-23 14:26:10.993733
362,CENTER,2025-02-23 14:26:10.993733
363,CENTER,2025-02-23 14:26:10.993733
364,CENTER,2025-02-23 14:26:10.993733
365,CENTER,2025-02-23 14:26:10.993733
366,CENTER,2025-02-23 14:26:10.993733
367,CENTER,2025-02-23 14:26:10.993733
368,CENTER,2025-02-23 14:26:10.993733
369,CENTER,2025-02-23 14:26:10.993733
370,CENTER,2025-02-23 14:26:10.993733
371,CENTER,2025-02-23 14:26:10.993733
372,CENTER,2025-02-23 14:26:10.993733
373,RIGHT,2025-02-23 14:26:10.993733
374,CENTER,2025-02-23 14:26:10.993733
