Emotion Detection,Time
non stress,13:51:20
non stress,13:51:20
non stress,13:51:20
non stress,13:51:20
non stress,13:51:20
non stress,13:51:20
non stress,13:51:21
non stress,13:51:21
non stress,13:51:21
non stress,13:51:21
non stress,13:51:21
non stress,13:51:21
non stress,13:51:21
non stress,13:51:21
non stress,13:51:21
non stress,13:51:21
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:22
non stress,13:51:23
non stress,13:51:23
non stress,13:51:23
non stress,13:51:23
non stress,13:51:23
non stress,13:51:23
non stress,13:51:23
non stress,13:51:23
non stress,13:51:23
non stress,13:51:23
non stress,13:51:24
non stress,13:51:24
non stress,13:51:24
non stress,13:51:24
non stress,13:51:24
high stress,13:51:24
non stress,13:51:24
non stress,13:51:24
high stress,13:51:24
high stress,13:51:24
non stress,13:51:24
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:25
non stress,13:51:26
non stress,13:51:26
non stress,13:51:26
non stress,13:51:26
non stress,13:51:26
non stress,13:51:26
non stress,13:51:26
non stress,13:51:26
high stress,13:51:26
non stress,13:51:26
non stress,13:51:26
non stress,13:51:26
non stress,13:51:27
non stress,13:51:27
non stress,13:51:27
high stress,13:51:27
high stress,13:51:27
high stress,13:51:27
high stress,13:51:27
high stress,13:51:27
high stress,13:51:27
high stress,13:51:27
high stress,13:51:27
high stress,13:51:27
non stress,13:51:28
non stress,13:51:28
high stress,13:51:28
high stress,13:51:28
non stress,13:51:28
high stress,13:51:28
non stress,13:51:28
high stress,13:51:28
high stress,13:51:28
non stress,13:51:28
non stress,13:51:28
non stress,13:51:29
non stress,13:51:29
high stress,13:51:29
high stress,13:51:29
non stress,13:51:29
non stress,13:51:29
high stress,13:51:29
high stress,13:51:29
high stress,13:51:29
high stress,13:51:29
high stress,13:51:29
high stress,13:51:29
high stress,13:51:29
high stress,13:51:30
high stress,13:51:30
high stress,13:51:30
high stress,13:51:30
high stress,13:51:30
non stress,13:51:30
high stress,13:51:30
high stress,13:51:30
high stress,13:51:30
high stress,13:51:30
high stress,13:51:30
non stress,13:51:31
high stress,13:51:31
high stress,13:51:31
high stress,13:51:31
high stress,13:51:31
non stress,13:51:31
high stress,13:51:31
non stress,13:51:31
high stress,13:51:31
high stress,13:51:32
high stress,13:51:32
high stress,13:51:32
high stress,13:51:32
non stress,13:51:32
high stress,13:51:32
non stress,13:51:32
non stress,13:51:33
non stress,13:51:33
non stress,13:51:33
non stress,13:51:33
non stress,13:51:33
non stress,13:51:33
non stress,13:51:33
non stress,13:51:33
non stress,13:51:34
non stress,13:51:34
non stress,13:51:34
non stress,13:51:34
non stress,13:51:34
non stress,13:51:34
non stress,13:51:34
non stress,13:51:35
non stress,13:51:35
non stress,13:51:35
non stress,13:51:35
non stress,13:51:35
non stress,13:51:35
non stress,13:51:35
non stress,13:51:35
non stress,13:51:35
non stress,13:51:36
non stress,13:51:36
non stress,13:51:36
non stress,13:51:36
non stress,13:51:36
non stress,13:51:36
non stress,13:51:36
non stress,13:51:36
non stress,13:51:36
non stress,13:51:36
non stress,13:51:37
non stress,13:51:37
non stress,13:51:37
non stress,13:51:37
non stress,13:51:37
non stress,13:51:37
non stress,13:51:37
non stress,13:51:37
non stress,13:51:37
non stress,13:51:38
non stress,13:51:38
non stress,13:51:38
non stress,13:51:38
non stress,13:51:38
non stress,13:51:38
non stress,13:51:38
non stress,13:51:39
non stress,13:51:39
non stress,13:51:39
non stress,13:51:39
non stress,13:51:39
non stress,13:51:39
non stress,13:51:39
non stress,13:51:39
non stress,13:51:40
non stress,13:51:40
non stress,13:51:40
non stress,13:51:40
non stress,13:51:40
high stress,13:51:40
high stress,13:51:40
non stress,13:51:40
non stress,13:51:41
non stress,13:51:41
non stress,13:51:41
non stress,13:51:41
non stress,13:51:41
non stress,13:51:41
high stress,13:51:41
high stress,13:51:41
high stress,13:51:41
high stress,13:51:42
high stress,13:51:42
high stress,13:51:42
high stress,13:51:42
high stress,13:51:42
high stress,13:51:42
non stress,13:51:42
non stress,13:51:42
non stress,13:51:43
non stress,13:51:43
non stress,13:51:43
non stress,13:51:43
non stress,13:51:43
non stress,13:51:43
non stress,13:51:43
non stress,13:51:43
non stress,13:51:43
non stress,13:51:44
non stress,13:51:44
non stress,13:51:44
non stress,13:51:44
non stress,13:51:44
non stress,13:51:44
non stress,13:51:44
non stress,13:51:44
non stress,13:51:44
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:45
non stress,13:51:46
non stress,13:51:46
non stress,13:51:46
non stress,13:51:46
non stress,13:51:46
non stress,13:51:46
non stress,13:51:46
non stress,13:51:46
non stress,13:51:46
non stress,13:51:47
non stress,13:51:47
non stress,13:51:47
non stress,13:51:47
non stress,13:51:47
non stress,13:51:47
non stress,13:51:47
non stress,13:51:47
non stress,13:51:47
non stress,13:51:47
high stress,13:51:48
high stress,13:51:48
non stress,13:51:48
non stress,13:51:48
non stress,13:51:48
non stress,13:51:48
non stress,13:51:48
non stress,13:51:48
non stress,13:51:48
non stress,13:51:48
non stress,13:51:48
non stress,13:51:49
non stress,13:51:49
non stress,13:51:49
non stress,13:51:49
non stress,13:51:49
high stress,13:51:49
non stress,13:51:49
non stress,13:51:49
non stress,13:51:49
high stress,13:51:49
non stress,13:51:50
high stress,13:51:50
high stress,13:51:50
non stress,13:51:50
non stress,13:51:50
non stress,13:51:50
high stress,13:51:50
high stress,13:51:50
non stress,13:51:50
non stress,13:51:51
non stress,13:51:51
non stress,13:51:51
high stress,13:51:51
non stress,13:51:51
non stress,13:51:51
high stress,13:51:51
high stress,13:51:51
high stress,13:51:52
high stress,13:51:52
high stress,13:51:52
high stress,13:51:52
non stress,13:51:52
non stress,13:51:52
non stress,13:51:52
non stress,13:51:53
non stress,13:51:53
non stress,13:51:53
non stress,13:51:53
non stress,13:51:53
non stress,13:51:54
non stress,13:51:54
non stress,13:51:54
non stress,13:51:54
high stress,13:51:56
high stress,13:51:56
high stress,13:51:56
high stress,13:51:57
non stress,13:51:57
non stress,13:51:58
non stress,13:51:58
non stress,13:51:58
non stress,13:51:58
non stress,13:51:58
non stress,13:51:58
non stress,13:51:58
