Emotion Detection,Time
neutral,2025-07-17 14:01:21
sad,2025-07-17 14:01:21
neutral,2025-07-17 14:01:21
angry,2025-07-17 14:01:22
angry,2025-07-17 14:01:22
sad,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
angry,2025-07-17 14:01:22
angry,2025-07-17 14:01:22
angry,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
angry,2025-07-17 14:01:22
sad,2025-07-17 14:01:22
sad,2025-07-17 14:01:22
happy,2025-07-17 14:01:22
angry,2025-07-17 14:01:22
sad,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
happy,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
happy,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
happy,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
sad,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
happy,2025-07-17 14:01:22
neutral,2025-07-17 14:01:22
angry,2025-07-17 14:01:22
happy,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
sad,2025-07-17 14:01:23
sad,2025-07-17 14:01:23
angry,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
sad,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
happy,2025-07-17 14:01:23
angry,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
angry,2025-07-17 14:01:23
happy,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
happy,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
happy,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
happy,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
sad,2025-07-17 14:01:23
angry,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
neutral,2025-07-17 14:01:23
angry,2025-07-17 14:01:23
neutral,2025-07-17 14:01:24
angry,2025-07-17 14:01:24
sad,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
sad,2025-07-17 14:01:24
angry,2025-07-17 14:01:24
sad,2025-07-17 14:01:24
