,Emotion Detection,Time
2393,neutral,2025-06-30 12:56:54.226823
2394,neutral,2025-06-30 12:56:54.415055
2395,neutral,2025-06-30 12:56:54.647801
2396,neutral,2025-06-30 12:56:54.835629
2397,neutral,2025-06-30 12:56:55.035914
2398,neutral,2025-06-30 12:56:55.264285
2399,neutral,2025-06-30 12:56:55.484133
2400,neutral,2025-06-30 12:56:55.678986
2401,sad,2025-06-30 12:56:55.875103
2402,neutral,2025-06-30 12:56:56.104876
2403,neutral,2025-06-30 12:56:56.318611
2404,neutral,2025-06-30 12:56:56.511200
2405,neutral,2025-06-30 12:56:56.732144
2406,neutral,2025-06-30 12:56:56.958288
2407,neutral,2025-06-30 12:56:57.147574
2408,neutral,2025-06-30 12:56:57.337012
2409,neutral,2025-06-30 12:56:57.579065
2410,neutral,2025-06-30 12:56:57.771408
2411,neutral,2025-06-30 12:56:57.994852
2412,neutral,2025-06-30 12:56:58.189967
2413,neutral,2025-06-30 12:56:58.450912
2414,neutral,2025-06-30 12:56:58.625058
2415,neutral,2025-06-30 12:56:58.849555
2416,neutral,2025-06-30 12:56:59.081555
2417,neutral,2025-06-30 12:56:59.283212
2418,neutral,2025-06-30 12:56:59.474667
2419,neutral,2025-06-30 12:56:59.678915
2420,neutral,2025-06-30 12:56:59.919361
2421,neutral,2025-06-30 12:57:00.106272
2422,neutral,2025-06-30 12:57:00.315212
2423,neutral,2025-06-30 12:57:00.531168
2424,neutral,2025-06-30 12:57:00.747064
2425,neutral,2025-06-30 12:57:00.932366
2426,neutral,2025-06-30 12:57:01.175573
2427,neutral,2025-06-30 12:57:01.389145
2428,sad,2025-06-30 12:57:01.621063
2429,neutral,2025-06-30 12:57:01.807749
2430,neutral,2025-06-30 12:57:02.061678
2431,neutral,2025-06-30 12:57:02.268111
2432,neutral,2025-06-30 12:57:02.453208
2433,neutral,2025-06-30 12:57:02.692755
2434,neutral,2025-06-30 12:57:02.880190
2435,neutral,2025-06-30 12:57:03.086499
2436,neutral,2025-06-30 12:57:03.278506
2437,neutral,2025-06-30 12:57:03.509337
2438,neutral,2025-06-30 12:57:03.691893
2439,neutral,2025-06-30 12:57:03.896869
2440,neutral,2025-06-30 12:57:04.129587
2441,neutral,2025-06-30 12:57:04.332233
2442,neutral,2025-06-30 12:57:04.531562
2443,neutral,2025-06-30 12:57:04.733614
2444,neutral,2025-06-30 12:57:04.960172
2445,neutral,2025-06-30 12:57:05.158067
2446,neutral,2025-06-30 12:57:05.352913
2447,neutral,2025-06-30 12:57:05.553007
2448,neutral,2025-06-30 12:57:05.769468
2449,neutral,2025-06-30 12:57:05.969355
2450,neutral,2025-06-30 12:57:06.187577
2451,neutral,2025-06-30 12:57:06.423638
2452,neutral,2025-06-30 12:57:06.648879
2453,neutral,2025-06-30 12:57:06.852527
2454,neutral,2025-06-30 12:57:07.039927
2455,neutral,2025-06-30 12:57:07.292219
2456,neutral,2025-06-30 12:57:07.486342
2457,neutral,2025-06-30 12:57:07.701969
2458,neutral,2025-06-30 12:57:07.905517
2459,neutral,2025-06-30 12:57:08.150441
2460,neutral,2025-06-30 12:57:08.352309
2461,neutral,2025-06-30 12:57:08.534799
2462,neutral,2025-06-30 12:57:08.778300
2463,neutral,2025-06-30 12:57:08.975867
2464,neutral,2025-06-30 12:57:09.194974
2465,neutral,2025-06-30 12:57:09.396593
2466,neutral,2025-06-30 12:57:09.604314
2467,neutral,2025-06-30 12:57:09.796590
2468,neutral,2025-06-30 12:57:09.997000
2469,neutral,2025-06-30 12:57:10.230359
2470,neutral,2025-06-30 12:57:10.429886
2471,neutral,2025-06-30 12:57:10.620357
2472,neutral,2025-06-30 12:57:10.826224
2473,sad,2025-06-30 12:57:11.053766
2474,neutral,2025-06-30 12:57:11.267634
2475,neutral,2025-06-30 12:57:11.444911
2476,neutral,2025-06-30 12:57:11.680473
2477,neutral,2025-06-30 12:57:11.871870
2478,neutral,2025-06-30 12:57:12.067912
2479,neutral,2025-06-30 12:57:12.282102
2480,neutral,2025-06-30 12:57:12.521011
2481,neutral,2025-06-30 12:57:12.715094
2482,neutral,2025-06-30 12:57:12.916077
2483,neutral,2025-06-30 12:57:13.132428
2484,neutral,2025-06-30 12:57:13.357140
2485,neutral,2025-06-30 12:57:13.558398
2486,neutral,2025-06-30 12:57:13.752235
2487,neutral,2025-06-30 12:57:14.028775
2488,neutral,2025-06-30 12:57:14.217303
2489,neutral,2025-06-30 12:57:14.420703
2490,neutral,2025-06-30 12:57:14.616128
2491,sad,2025-06-30 12:57:14.860924
2492,neutral,2025-06-30 12:57:15.052705
2493,neutral,2025-06-30 12:57:15.258395
2494,neutral,2025-06-30 12:57:15.484034
2495,sad,2025-06-30 12:57:15.676443
2496,neutral,2025-06-30 12:57:15.871369
2497,neutral,2025-06-30 12:57:16.079570
2498,neutral,2025-06-30 12:57:16.319363
2499,neutral,2025-06-30 12:57:16.511543
2500,neutral,2025-06-30 12:57:16.697295
2501,neutral,2025-06-30 12:57:16.947039
2502,neutral,2025-06-30 12:57:17.129806
2503,neutral,2025-06-30 12:57:17.334627
2504,neutral,2025-06-30 12:57:17.558089
2505,neutral,2025-06-30 12:57:17.762853
2506,neutral,2025-06-30 12:57:17.964682
2507,neutral,2025-06-30 12:57:18.177617
2508,neutral,2025-06-30 12:57:18.393648
2509,neutral,2025-06-30 12:57:18.585541
2510,neutral,2025-06-30 12:57:18.788541
2511,neutral,2025-06-30 12:57:19.048326
2512,neutral,2025-06-30 12:57:19.254210
2513,neutral,2025-06-30 12:57:19.450295
2514,neutral,2025-06-30 12:57:19.666743
2515,neutral,2025-06-30 12:57:19.959158
2516,neutral,2025-06-30 12:57:20.187590
2517,neutral,2025-06-30 12:57:20.375343
2518,neutral,2025-06-30 12:57:20.614309
2519,neutral,2025-06-30 12:57:20.826688
2520,neutral,2025-06-30 12:57:21.052508
2521,neutral,2025-06-30 12:57:21.272258
2522,neutral,2025-06-30 12:57:21.471364
2523,neutral,2025-06-30 12:57:21.668822
2524,neutral,2025-06-30 12:57:21.874232
2525,neutral,2025-06-30 12:57:22.095379
2526,neutral,2025-06-30 12:57:22.310071
2527,neutral,2025-06-30 12:57:22.488348
2528,neutral,2025-06-30 12:57:22.694368
2529,sad,2025-06-30 12:57:23.108119
2530,sad,2025-06-30 12:57:23.307114
2531,happy,2025-06-30 12:57:23.537619
2532,neutral,2025-06-30 12:57:23.724000
2533,sad,2025-06-30 12:57:23.973683
2534,sad,2025-06-30 12:57:24.163028
2535,sad,2025-06-30 12:57:24.357610
2536,sad,2025-06-30 12:57:24.657988
2537,sad,2025-06-30 12:57:24.855706
2538,sad,2025-06-30 12:57:25.054237
2539,fear,2025-06-30 12:57:25.269458
2540,angry,2025-06-30 12:57:25.553693
2541,sad,2025-06-30 12:57:25.802473
2542,sad,2025-06-30 12:57:26.040855
2543,neutral,2025-06-30 12:57:26.240864
2544,sad,2025-06-30 12:57:26.580057
2545,neutral,2025-06-30 12:57:26.877582
2546,neutral,2025-06-30 12:57:27.067015
2547,neutral,2025-06-30 12:57:27.303336
2548,neutral,2025-06-30 12:57:27.522978
2549,neutral,2025-06-30 12:57:27.722011
2550,neutral,2025-06-30 12:57:27.913475
2551,neutral,2025-06-30 12:57:28.146550
2552,neutral,2025-06-30 12:57:28.352633
2553,neutral,2025-06-30 12:57:28.554807
2554,neutral,2025-06-30 12:57:28.819627
2555,neutral,2025-06-30 12:57:29.011231
2556,neutral,2025-06-30 12:57:29.227056
2557,neutral,2025-06-30 12:57:29.405134
2558,neutral,2025-06-30 12:57:29.715089
2559,neutral,2025-06-30 12:57:29.971404
2560,neutral,2025-06-30 12:57:30.209310
2561,neutral,2025-06-30 12:57:30.477417
2562,neutral,2025-06-30 12:57:30.707392
2563,neutral,2025-06-30 12:57:30.959838
2564,sad,2025-06-30 12:57:31.230381
2565,neutral,2025-06-30 12:57:31.493462
2566,sad,2025-06-30 12:57:31.809612
2567,neutral,2025-06-30 12:57:32.047004
2568,neutral,2025-06-30 12:57:32.247079
2569,neutral,2025-06-30 12:57:32.554883
2570,neutral,2025-06-30 12:57:32.804704
2571,neutral,2025-06-30 12:57:33.139942
2572,sad,2025-06-30 12:57:36.418936
2573,sad,2025-06-30 12:57:36.659105
2574,neutral,2025-06-30 12:57:36.943259
2575,neutral,2025-06-30 12:57:37.208524
2576,neutral,2025-06-30 12:57:37.455411
2577,sad,2025-06-30 12:57:37.818205
2578,sad,2025-06-30 12:57:38.119675
2579,sad,2025-06-30 12:57:38.388411
2580,sad,2025-06-30 12:57:38.654229
2581,neutral,2025-06-30 12:57:38.898615
2582,sad,2025-06-30 12:57:39.125622
2583,neutral,2025-06-30 12:57:39.444215
2584,neutral,2025-06-30 12:57:39.785222
2585,sad,2025-06-30 12:57:40.114692
2586,sad,2025-06-30 12:57:40.381410
2587,sad,2025-06-30 12:57:40.601150
2588,sad,2025-06-30 12:57:40.858527
2589,sad,2025-06-30 12:57:41.053160
2590,neutral,2025-06-30 12:57:41.261334
2591,sad,2025-06-30 12:57:41.500176
2592,sad,2025-06-30 12:57:41.820811
2593,neutral,2025-06-30 12:57:42.030061
2594,neutral,2025-06-30 12:57:42.262436
2595,sad,2025-06-30 12:57:42.511649
2596,neutral,2025-06-30 12:57:42.822124
2597,neutral,2025-06-30 12:57:43.116814
2598,sad,2025-06-30 12:57:43.409101
2599,neutral,2025-06-30 12:57:43.677920
2600,neutral,2025-06-30 12:57:43.949621
2601,sad,2025-06-30 12:57:44.238054
2602,sad,2025-06-30 12:57:44.510960
2603,sad,2025-06-30 12:57:44.836231
2604,sad,2025-06-30 12:57:45.155697
2605,sad,2025-06-30 12:57:45.373873
2606,sad,2025-06-30 12:57:45.611449
2607,sad,2025-06-30 12:57:45.874311
2608,sad,2025-06-30 12:57:46.071040
2609,sad,2025-06-30 12:57:46.267738
2610,sad,2025-06-30 12:57:46.531996
2611,sad,2025-06-30 12:57:46.737122
2612,sad,2025-06-30 12:57:46.984957
2613,neutral,2025-06-30 12:57:47.189069
2614,sad,2025-06-30 12:57:47.453840
2615,neutral,2025-06-30 12:57:47.644675
2616,neutral,2025-06-30 12:57:47.834451
2617,neutral,2025-06-30 12:57:48.038592
2618,neutral,2025-06-30 12:57:48.253096
2619,sad,2025-06-30 12:57:48.453346
2620,sad,2025-06-30 12:57:48.658761
2621,sad,2025-06-30 12:57:48.896147
2622,fear,2025-06-30 12:57:49.098583
2623,sad,2025-06-30 12:57:49.309308
2624,neutral,2025-06-30 12:57:49.511839
2625,sad,2025-06-30 12:57:49.723838
2626,neutral,2025-06-30 12:57:49.963621
2627,neutral,2025-06-30 12:57:50.158101
2628,neutral,2025-06-30 12:57:50.389866
2629,neutral,2025-06-30 12:57:50.594889
2630,sad,2025-06-30 12:57:50.784314
2631,neutral,2025-06-30 12:57:51.051166
2632,neutral,2025-06-30 12:57:51.234170
2633,neutral,2025-06-30 12:57:51.448466
2634,neutral,2025-06-30 12:57:51.654048
2635,neutral,2025-06-30 12:57:51.889747
2636,sad,2025-06-30 12:57:52.089022
2637,sad,2025-06-30 12:57:52.285522
2638,sad,2025-06-30 12:57:52.511635
2639,sad,2025-06-30 12:57:52.735453
2640,sad,2025-06-30 12:57:52.942376
2641,sad,2025-06-30 12:57:53.185975
2642,sad,2025-06-30 12:57:53.398338
2643,sad,2025-06-30 12:57:53.584565
2644,sad,2025-06-30 12:57:53.781253
2645,sad,2025-06-30 12:57:54.028675
2646,neutral,2025-06-30 12:57:54.246251
2647,neutral,2025-06-30 12:57:54.465473
2648,neutral,2025-06-30 12:57:54.685506
2649,sad,2025-06-30 12:57:54.908038
2650,sad,2025-06-30 12:57:55.114914
2651,neutral,2025-06-30 12:57:55.351112
2652,sad,2025-06-30 12:57:55.583617
2653,neutral,2025-06-30 12:57:55.779114
2654,neutral,2025-06-30 12:57:55.976311
2655,neutral,2025-06-30 12:57:56.242795
2656,neutral,2025-06-30 12:57:56.528158
2657,neutral,2025-06-30 12:57:56.852066
2658,neutral,2025-06-30 12:57:57.138087
2659,neutral,2025-06-30 12:57:57.402210
2660,happy,2025-06-30 12:57:57.760219
2661,happy,2025-06-30 12:57:58.090954
2662,neutral,2025-06-30 12:57:58.414571
2663,neutral,2025-06-30 12:57:58.685292
2664,neutral,2025-06-30 12:57:58.920510
2665,neutral,2025-06-30 12:57:59.189513
2666,sad,2025-06-30 12:57:59.392305
2667,neutral,2025-06-30 12:57:59.597882
2668,sad,2025-06-30 12:57:59.822703
2669,sad,2025-06-30 12:58:00.001782
2670,neutral,2025-06-30 12:58:00.212821
2671,sad,2025-06-30 12:58:00.464501
2672,neutral,2025-06-30 12:58:00.679247
2673,neutral,2025-06-30 12:58:00.870467
2674,neutral,2025-06-30 12:58:01.088796
2675,sad,2025-06-30 12:58:01.329909
2676,neutral,2025-06-30 12:58:01.547050
2677,neutral,2025-06-30 12:58:01.735708
2678,neutral,2025-06-30 12:58:01.990823
2679,neutral,2025-06-30 12:58:02.186643
2680,sad,2025-06-30 12:58:02.401388
2681,neutral,2025-06-30 12:58:02.612053
2682,neutral,2025-06-30 12:58:02.825772
2683,sad,2025-06-30 12:58:03.060373
2684,neutral,2025-06-30 12:58:03.268112
2685,neutral,2025-06-30 12:58:03.501417
2686,neutral,2025-06-30 12:58:03.717543
2687,neutral,2025-06-30 12:58:03.930549
2688,sad,2025-06-30 12:58:04.177914
2689,neutral,2025-06-30 12:58:04.381645
2690,neutral,2025-06-30 12:58:04.598058
2691,neutral,2025-06-30 12:58:04.808778
2692,neutral,2025-06-30 12:58:05.022560
2693,neutral,2025-06-30 12:58:05.231234
2694,sad,2025-06-30 12:58:05.424486
2695,neutral,2025-06-30 12:58:05.694652
2696,neutral,2025-06-30 12:58:05.921678
2697,neutral,2025-06-30 12:58:06.122685
2698,neutral,2025-06-30 12:58:06.398045
2699,neutral,2025-06-30 12:58:06.592657
2700,neutral,2025-06-30 12:58:06.798517
2701,neutral,2025-06-30 12:58:07.068183
2702,neutral,2025-06-30 12:58:07.272542
2703,sad,2025-06-30 12:58:07.475199
2704,neutral,2025-06-30 12:58:07.679136
2705,sad,2025-06-30 12:58:07.920178
2706,neutral,2025-06-30 12:58:08.129049
2707,neutral,2025-06-30 12:58:08.328940
2708,neutral,2025-06-30 12:58:08.578370
2709,neutral,2025-06-30 12:58:08.774596
2710,neutral,2025-06-30 12:58:08.995945
2711,neutral,2025-06-30 12:58:09.231628
2712,neutral,2025-06-30 12:58:09.436291
2713,neutral,2025-06-30 12:58:09.641934
2714,neutral,2025-06-30 12:58:09.875051
2715,neutral,2025-06-30 12:58:10.095838
2716,neutral,2025-06-30 12:58:10.309320
2717,sad,2025-06-30 12:58:10.563352
2718,sad,2025-06-30 12:58:10.786776
2719,neutral,2025-06-30 12:58:10.995095
2720,neutral,2025-06-30 12:58:11.197546
2721,neutral,2025-06-30 12:58:11.426800
2722,sad,2025-06-30 12:58:11.638743
2723,neutral,2025-06-30 12:58:11.846880
2724,neutral,2025-06-30 12:58:12.103107
2725,sad,2025-06-30 12:58:12.323703
2726,neutral,2025-06-30 12:58:12.543307
2727,neutral,2025-06-30 12:58:12.795032
2728,neutral,2025-06-30 12:58:12.989263
2729,neutral,2025-06-30 12:58:13.206847
2730,neutral,2025-06-30 12:58:13.487570
2731,neutral,2025-06-30 12:58:13.689728
2732,neutral,2025-06-30 12:58:13.901580
2733,neutral,2025-06-30 12:58:14.147678
2734,sad,2025-06-30 12:58:14.370590
2735,neutral,2025-06-30 12:58:14.594304
2736,sad,2025-06-30 12:58:14.848420
2737,sad,2025-06-30 12:58:15.055155
2738,neutral,2025-06-30 12:58:15.279150
2739,neutral,2025-06-30 12:58:15.517145
2740,sad,2025-06-30 12:58:15.719053
2741,neutral,2025-06-30 12:58:15.932416
2742,sad,2025-06-30 12:58:16.150542
2743,sad,2025-06-30 12:58:16.390725
2744,sad,2025-06-30 12:58:16.583288
2745,sad,2025-06-30 12:58:16.802623
2746,sad,2025-06-30 12:58:17.040777
2747,neutral,2025-06-30 12:58:17.257587
2748,neutral,2025-06-30 12:58:17.472046
2749,sad,2025-06-30 12:58:17.725893
2750,neutral,2025-06-30 12:58:17.944448
2751,neutral,2025-06-30 12:58:18.154600
2752,neutral,2025-06-30 12:58:18.407458
2753,neutral,2025-06-30 12:58:18.612579
2754,neutral,2025-06-30 12:58:18.821936
2755,sad,2025-06-30 12:58:19.046174
2756,sad,2025-06-30 12:58:19.260333
2757,sad,2025-06-30 12:58:19.476368
2758,neutral,2025-06-30 12:58:19.678425
2759,neutral,2025-06-30 12:58:19.933022
2760,sad,2025-06-30 12:58:20.159880
2761,neutral,2025-06-30 12:58:20.367356
2762,neutral,2025-06-30 12:58:20.617665
2763,neutral,2025-06-30 12:58:20.814574
2764,neutral,2025-06-30 12:58:21.039145
2765,sad,2025-06-30 12:58:21.268558
2766,sad,2025-06-30 12:58:21.482701
2767,neutral,2025-06-30 12:58:21.691041
2768,neutral,2025-06-30 12:58:21.962364
2769,sad,2025-06-30 12:58:22.168434
2770,neutral,2025-06-30 12:58:22.373464
2771,sad,2025-06-30 12:58:22.640690
2772,sad,2025-06-30 12:58:22.840803
2773,sad,2025-06-30 12:58:23.067087
2774,neutral,2025-06-30 12:58:23.292351
2775,neutral,2025-06-30 12:58:23.505352
2776,neutral,2025-06-30 12:58:23.722632
2777,neutral,2025-06-30 12:58:23.949838
2778,neutral,2025-06-30 12:58:24.179441
2779,sad,2025-06-30 12:58:24.385422
2780,sad,2025-06-30 12:58:24.599179
2781,neutral,2025-06-30 12:58:24.846838
2782,neutral,2025-06-30 12:58:25.052369
2783,neutral,2025-06-30 12:58:25.278551
2784,neutral,2025-06-30 12:58:25.512044
2785,sad,2025-06-30 12:58:25.719906
2786,sad,2025-06-30 12:58:25.931451
2787,neutral,2025-06-30 12:58:26.179330
2788,neutral,2025-06-30 12:58:26.389605
2789,sad,2025-06-30 12:58:26.600178
2790,neutral,2025-06-30 12:58:26.848168
2791,sad,2025-06-30 12:58:27.046809
2792,sad,2025-06-30 12:58:27.277514
2793,neutral,2025-06-30 12:58:27.506161
2794,neutral,2025-06-30 12:58:27.728697
2795,sad,2025-06-30 12:58:27.934248
2796,neutral,2025-06-30 12:58:28.175028
2797,sad,2025-06-30 12:58:28.401037
2798,neutral,2025-06-30 12:58:28.611182
2799,neutral,2025-06-30 12:58:28.878983
2800,neutral,2025-06-30 12:58:29.078485
2801,sad,2025-06-30 12:58:29.285561
2802,neutral,2025-06-30 12:58:29.549867
2803,neutral,2025-06-30 12:58:29.754880
2804,neutral,2025-06-30 12:58:29.977253
2805,neutral,2025-06-30 12:58:30.237527
2806,neutral,2025-06-30 12:58:30.445908
2807,neutral,2025-06-30 12:58:30.655590
2808,neutral,2025-06-30 12:58:30.875974
2809,neutral,2025-06-30 12:58:31.109523
2810,neutral,2025-06-30 12:58:31.319877
2811,neutral,2025-06-30 12:58:31.532989
2812,neutral,2025-06-30 12:58:31.809187
2813,neutral,2025-06-30 12:58:32.020932
2814,neutral,2025-06-30 12:58:32.243998
2815,neutral,2025-06-30 12:58:32.503290
2816,neutral,2025-06-30 12:58:32.704943
2817,neutral,2025-06-30 12:58:32.926051
2818,sad,2025-06-30 12:58:33.177214
2819,neutral,2025-06-30 12:58:33.384007
2820,neutral,2025-06-30 12:58:33.635069
2821,neutral,2025-06-30 12:58:33.842464
2822,neutral,2025-06-30 12:58:34.067509
2823,neutral,2025-06-30 12:58:34.281777
2824,neutral,2025-06-30 12:58:34.553359
2825,neutral,2025-06-30 12:58:34.753329
2826,neutral,2025-06-30 12:58:34.969636
2827,neutral,2025-06-30 12:58:35.203752
2828,neutral,2025-06-30 12:58:35.419416
2829,neutral,2025-06-30 12:58:35.618029
2830,neutral,2025-06-30 12:58:35.880547
2831,neutral,2025-06-30 12:58:36.103512
2832,neutral,2025-06-30 12:58:36.321052
2833,neutral,2025-06-30 12:58:36.570957
2834,neutral,2025-06-30 12:58:36.776185
2835,neutral,2025-06-30 12:58:37.041581
2836,neutral,2025-06-30 12:58:37.237477
2837,neutral,2025-06-30 12:58:37.495459
2838,neutral,2025-06-30 12:58:37.733752
2839,neutral,2025-06-30 12:58:37.967022
2840,neutral,2025-06-30 12:58:38.202465
2841,neutral,2025-06-30 12:58:38.406108
2842,neutral,2025-06-30 12:58:38.678256
2843,sad,2025-06-30 12:58:38.891336
2844,neutral,2025-06-30 12:58:39.111581
2845,neutral,2025-06-30 12:58:39.368516
2846,neutral,2025-06-30 12:58:39.581875
2847,neutral,2025-06-30 12:58:39.786938
2848,neutral,2025-06-30 12:58:40.061491
2849,neutral,2025-06-30 12:58:40.280386
2850,neutral,2025-06-30 12:58:40.506368
2851,sad,2025-06-30 12:58:40.758008
2852,neutral,2025-06-30 12:58:40.981118
2853,neutral,2025-06-30 12:58:41.209901
2854,neutral,2025-06-30 12:58:41.459621
2855,neutral,2025-06-30 12:58:41.673674
2856,neutral,2025-06-30 12:58:41.892749
2857,neutral,2025-06-30 12:58:42.156659
2858,neutral,2025-06-30 12:58:42.379556
2859,neutral,2025-06-30 12:58:42.614608
2860,neutral,2025-06-30 12:58:42.851505
2861,neutral,2025-06-30 12:58:43.067211
2862,neutral,2025-06-30 12:58:43.312021
2863,neutral,2025-06-30 12:58:43.548856
2864,neutral,2025-06-30 12:58:43.754508
2865,neutral,2025-06-30 12:58:43.964422
2866,neutral,2025-06-30 12:58:44.219767
2867,neutral,2025-06-30 12:58:44.421510
2868,neutral,2025-06-30 12:58:44.654015
2869,neutral,2025-06-30 12:58:44.907648
2870,neutral,2025-06-30 12:58:45.108743
2871,neutral,2025-06-30 12:58:45.323417
2872,neutral,2025-06-30 12:58:45.598009
2873,neutral,2025-06-30 12:58:45.814428
2874,neutral,2025-06-30 12:58:46.050323
2875,neutral,2025-06-30 12:58:46.291367
2876,neutral,2025-06-30 12:58:46.490098
2877,neutral,2025-06-30 12:58:46.697905
2878,neutral,2025-06-30 12:58:46.967796
2879,neutral,2025-06-30 12:58:47.169012
2880,neutral,2025-06-30 12:58:47.371857
2881,neutral,2025-06-30 12:58:47.613439
2882,neutral,2025-06-30 12:58:47.822495
2883,neutral,2025-06-30 12:58:48.040674
2884,neutral,2025-06-30 12:58:48.277516
2885,neutral,2025-06-30 12:58:48.484373
2886,neutral,2025-06-30 12:58:48.697401
2887,neutral,2025-06-30 12:58:48.952731
2888,neutral,2025-06-30 12:58:49.176281
2889,neutral,2025-06-30 12:58:49.396498
2890,neutral,2025-06-30 12:58:49.629607
2891,neutral,2025-06-30 12:58:49.852103
2892,neutral,2025-06-30 12:58:50.049237
2893,neutral,2025-06-30 12:58:50.276296
2894,neutral,2025-06-30 12:58:50.531020
2895,neutral,2025-06-30 12:58:50.758918
2896,neutral,2025-06-30 12:58:50.992629
2897,neutral,2025-06-30 12:58:51.209012
2898,neutral,2025-06-30 12:58:51.428972
2899,neutral,2025-06-30 12:58:51.674954
2900,neutral,2025-06-30 12:58:51.912946
2901,neutral,2025-06-30 12:58:52.108145
2902,neutral,2025-06-30 12:58:52.351874
2903,neutral,2025-06-30 12:58:52.596851
2904,neutral,2025-06-30 12:58:52.832329
2905,neutral,2025-06-30 12:58:53.061724
2906,neutral,2025-06-30 12:58:53.306760
2907,neutral,2025-06-30 12:58:53.525776
2908,neutral,2025-06-30 12:58:53.764332
2909,sad,2025-06-30 12:58:53.998311
2910,neutral,2025-06-30 12:58:54.196328
2911,sad,2025-06-30 12:58:54.402485
2912,neutral,2025-06-30 12:58:54.648680
2913,neutral,2025-06-30 12:58:54.849457
2914,neutral,2025-06-30 12:58:55.057303
2915,neutral,2025-06-30 12:58:55.309541
2916,sad,2025-06-30 12:58:55.524976
2917,neutral,2025-06-30 12:58:55.762869
2918,sad,2025-06-30 12:58:55.968285
2919,neutral,2025-06-30 12:58:56.171254
2920,neutral,2025-06-30 12:58:56.412364
2921,neutral,2025-06-30 12:58:56.627192
2922,neutral,2025-06-30 12:58:56.822749
2923,sad,2025-06-30 12:58:57.062097
2924,neutral,2025-06-30 12:58:57.299585
2925,neutral,2025-06-30 12:58:57.516087
2926,neutral,2025-06-30 12:58:57.761200
2927,sad,2025-06-30 12:58:57.967203
2928,sad,2025-06-30 12:58:58.185716
2929,neutral,2025-06-30 12:58:58.446427
2930,neutral,2025-06-30 12:58:58.666608
2931,sad,2025-06-30 12:58:58.870196
2932,sad,2025-06-30 12:58:59.112952
2933,neutral,2025-06-30 12:58:59.318672
2934,neutral,2025-06-30 12:58:59.556377
2935,neutral,2025-06-30 12:58:59.801268
2936,neutral,2025-06-30 12:59:00.041144
2937,neutral,2025-06-30 12:59:00.241534
2938,sad,2025-06-30 12:59:00.471843
2939,neutral,2025-06-30 12:59:00.709883
2940,neutral,2025-06-30 12:59:00.937367
2941,neutral,2025-06-30 12:59:01.153391
2942,neutral,2025-06-30 12:59:01.393252
2943,sad,2025-06-30 12:59:01.612167
2944,sad,2025-06-30 12:59:01.826713
2945,neutral,2025-06-30 12:59:02.071576
2946,sad,2025-06-30 12:59:02.304125
2947,sad,2025-06-30 12:59:02.568177
2948,neutral,2025-06-30 12:59:02.781328
2949,neutral,2025-06-30 12:59:03.012547
2950,neutral,2025-06-30 12:59:03.258377
2951,neutral,2025-06-30 12:59:03.479389
2952,neutral,2025-06-30 12:59:03.695422
2953,neutral,2025-06-30 12:59:03.953729
2954,neutral,2025-06-30 12:59:04.169548
2955,neutral,2025-06-30 12:59:04.369220
2956,neutral,2025-06-30 12:59:04.586744
2957,neutral,2025-06-30 12:59:04.824313
2958,neutral,2025-06-30 12:59:05.050880
2959,neutral,2025-06-30 12:59:05.322447
2960,sad,2025-06-30 12:59:05.539973
2961,neutral,2025-06-30 12:59:05.760597
2962,neutral,2025-06-30 12:59:05.969103
2963,neutral,2025-06-30 12:59:06.220507
2964,neutral,2025-06-30 12:59:06.420094
2965,neutral,2025-06-30 12:59:06.688062
2966,sad,2025-06-30 12:59:06.902900
2967,sad,2025-06-30 12:59:07.127927
2968,neutral,2025-06-30 12:59:07.401599
2969,neutral,2025-06-30 12:59:07.609313
2970,sad,2025-06-30 12:59:07.844749
2971,sad,2025-06-30 12:59:08.091339
2972,sad,2025-06-30 12:59:08.311394
2973,sad,2025-06-30 12:59:08.526972
2974,neutral,2025-06-30 12:59:08.785237
2975,neutral,2025-06-30 12:59:09.009766
2976,sad,2025-06-30 12:59:09.232933
2977,neutral,2025-06-30 12:59:09.486221
2978,sad,2025-06-30 12:59:09.705252
2979,neutral,2025-06-30 12:59:09.942052
2980,sad,2025-06-30 12:59:10.178063
2981,neutral,2025-06-30 12:59:10.438014
2982,sad,2025-06-30 12:59:10.662206
2983,sad,2025-06-30 12:59:10.900968
2984,neutral,2025-06-30 12:59:11.147953
2985,sad,2025-06-30 12:59:11.374356
2986,neutral,2025-06-30 12:59:11.639604
2987,sad,2025-06-30 12:59:11.873875
2988,neutral,2025-06-30 12:59:12.099614
2989,neutral,2025-06-30 12:59:12.356866
2990,neutral,2025-06-30 12:59:12.589754
2991,neutral,2025-06-30 12:59:12.813660
2992,neutral,2025-06-30 12:59:13.067981
2993,sad,2025-06-30 12:59:13.277665
2994,neutral,2025-06-30 12:59:13.509897
2995,neutral,2025-06-30 12:59:13.770543
2996,neutral,2025-06-30 12:59:13.994147
2997,sad,2025-06-30 12:59:14.224012
2998,neutral,2025-06-30 12:59:14.457819
2999,neutral,2025-06-30 12:59:14.679593
3000,neutral,2025-06-30 12:59:14.895893
3001,neutral,2025-06-30 12:59:15.155748
3002,neutral,2025-06-30 12:59:15.376448
3003,neutral,2025-06-30 12:59:15.615911
3004,neutral,2025-06-30 12:59:15.892290
3005,neutral,2025-06-30 12:59:16.108683
3006,neutral,2025-06-30 12:59:16.335462
